state,post_code,NMI_Bus_res,Sum of Num_DER_Connections,Sum of Installed_DER_capacity_kVA,Sum of Solar_Connections,Sum of Solar_capacity_kVA,Sum of Battery_Connections,Sum of Battery_capacity_kVA,Sum of Battery_Storage_kVAh,Sum of Num_Other_Connections,Sum of Installed_OtherDER_capacity_kVA
VIC,3230,BUSINESS,26,357.975,26,357.975,0,0.0,0.0,0,0.0
VIC,3230,RESIDENTIAL,550,2307.145,544,2263.145,7,34.0,78.0,2,10.0
VIC,3231,BUSINESS,12,147.2,12,147.2,0,0.0,0.0,0,0.0
VIC,3231,RESIDENTIAL,337,1486.9,336,1466.9,4,20.0,51.8,0,0.0
VIC,3232,RESIDENTIAL,120,548.76,120,543.76,1,5.0,9.8,0,0.0
VIC,3233,BUSINESS,28,460.1,28,460.1,0,0.0,0.0,0,0.0
VIC,3233,RESIDENTIAL,306,1404.395,303,1339.395,11,65.0,123.8,0,0.0
VIC,3234,RESIDENTIAL,50,219.875,50,209.875,2,10.0,11.8,0,0.0
VIC,3235,RESIDENTIAL,69,294.25,67,284.65,2,9.6,24.3,0,0.0
VIC,3236,RESIDENTIAL,44,173.62,43,164.02,2,9.6,24.3,0,0.0
VIC,3237,RESIDENTIAL,23,102.4,22,97.4,1,5.0,14.0,0,0.0
VIC,3238,RESIDENTIAL,35,133.4,35,128.4,1,5.0,10.5,0,0.0
VIC,3239,RESIDENTIAL,38,141.8,37,141.8,0,0.0,0.0,1,0.0
VIC,3240,BUSINESS,13,126.56,13,126.56,0,0.0,0.0,0,0.0
VIC,3240,RESIDENTIAL,272,1419.09,269,1373.09,8,46.0,98.2,0,0.0
VIC,3241,BUSINESS,29,583.28,29,583.28,0,0.0,0.0,0,0.0
VIC,3241,RESIDENTIAL,321,1448.46,319,1418.96,5,29.6,45.8,0,0.0
VIC,3242,BUSINESS,11,148.7,11,148.7,0,0.0,0.0,0,0.0
VIC,3242,RESIDENTIAL,113,494.53,113,488.53,1,6.0,5.8,0,0.0
VIC,3243,RESIDENTIAL,50,179.0,50,179.0,0,0.0,0.0,0,0.0
VIC,3249,BUSINESS,35,399.3,35,399.3,0,0.0,0.0,0,0.0
VIC,3249,RESIDENTIAL,524,2240.169,519,2218.969,0,0.0,0.0,5,21.2
VIC,3250,BUSINESS,86,28710.6,86,28710.6,0,0.0,0.0,0,0.0
VIC,3250,RESIDENTIAL,678,2785.345,675,2765.345,3,15.0,34.5,1,5.0
VIC,3251,RESIDENTIAL,51,202.11,51,202.11,0,0.0,0.0,0,0.0
VIC,3254,RESIDENTIAL,45,179.6,45,179.6,0,0.0,0.0,0,0.0
VIC,3255,RESIDENTIAL,10,36.7,10,36.7,0,0.0,0.0,0,0.0
VIC,3260,BUSINESS,56,984.2,56,984.2,0,0.0,0.0,0,0.0
VIC,3260,RESIDENTIAL,325,1420.155,323,1409.655,0,0.0,0.0,2,10.5
VIC,3264,BUSINESS,35,708.0,35,708.0,0,0.0,0.0,0,0.0
VIC,3264,RESIDENTIAL,193,941.29,193,941.29,0,0.0,0.0,0,0.0
VIC,3265,BUSINESS,84,1860.4,84,1840.4,1,20.0,19.6,0,0.0
VIC,3265,RESIDENTIAL,232,1087.885,232,1072.885,4,15.0,24.3,0,0.0
VIC,3266,BUSINESS,62,1150.4,62,1150.4,0,0.0,0.0,0,0.0
VIC,3266,RESIDENTIAL,228,1010.55,227,1005.55,0,0.0,0.0,1,5.0
VIC,3267,RESIDENTIAL,15,76.46,15,76.46,0,0.0,0.0,0,0.0
VIC,3268,BUSINESS,75,1230.46,75,1230.46,0,0.0,0.0,0,0.0
VIC,3268,RESIDENTIAL,200,1019.77,197,972.67,1,3.0,3.3,2,44.1
VIC,3269,BUSINESS,20,3209.1,20,3194.1,1,15.0,9.8,0,0.0
VIC,3269,RESIDENTIAL,51,240.488,51,240.488,0,0.0,0.0,0,0.0
VIC,3270,RESIDENTIAL,25,88.0,25,88.0,0,0.0,0.0,0,0.0
VIC,3271,RESIDENTIAL,22,137.8,22,137.8,0,0.0,0.0,0,0.0
VIC,3272,BUSINESS,29,302.3,29,302.3,0,0.0,0.0,0,0.0
VIC,3272,RESIDENTIAL,170,756.6,170,756.6,0,0.0,0.0,0,0.0
VIC,3274,RESIDENTIAL,28,133.32,28,133.32,0,0.0,0.0,0,0.0
VIC,3275,RESIDENTIAL,38,175.0,38,175.0,0,0.0,0.0,0,0.0
VIC,3276,RESIDENTIAL,19,83.8,19,83.8,0,0.0,0.0,0,0.0
VIC,3277,BUSINESS,29,625.4,29,625.4,0,0.0,0.0,0,0.0
VIC,3277,RESIDENTIAL,125,642.09,125,642.09,0,0.0,0.0,0,0.0
VIC,3278,RESIDENTIAL,31,173.2,31,173.2,0,0.0,0.0,0,0.0
VIC,3279,RESIDENTIAL,44,203.71,44,203.71,0,0.0,0.0,0,0.0
VIC,3280,BUSINESS,160,2779.02,160,2779.02,0,0.0,0.0,0,0.0
VIC,3280,RESIDENTIAL,1965,8218.835,1959,8179.835,6,33.2,35.0,2,5.8
VIC,3281,BUSINESS,21,334.9,21,334.9,0,0.0,0.0,0,0.0
VIC,3281,RESIDENTIAL,197,965.42,197,955.42,1,10.0,6.6,0,0.0
VIC,3282,BUSINESS,23,183.7,23,183.7,0,0.0,0.0,0,0.0
VIC,3282,RESIDENTIAL,267,1164.08,265,1158.08,1,5.0,9.6,1,1.0
VIC,3283,RESIDENTIAL,58,276.06,58,276.06,0,0.0,0.0,0,0.0
VIC,3284,BUSINESS,26,393.6,26,393.6,0,0.0,0.0,0,0.0
VIC,3284,RESIDENTIAL,321,1406.655,321,1401.655,1,5.0,6.5,0,0.0
VIC,3285,BUSINESS,16,149.9,16,149.9,0,0.0,0.0,0,0.0
VIC,3285,RESIDENTIAL,113,498.9,113,498.9,0,0.0,0.0,0,0.0
VIC,3286,RESIDENTIAL,49,229.52,49,229.52,0,0.0,0.0,0,0.0
VIC,3287,BUSINESS,10,80.1,10,80.1,0,0.0,0.0,0,0.0
VIC,3287,RESIDENTIAL,36,153.7,36,153.7,0,0.0,0.0,0,0.0
VIC,3289,BUSINESS,19,172.9,19,172.9,0,0.0,0.0,0,0.0
VIC,3289,RESIDENTIAL,78,343.08,78,343.08,0,0.0,0.0,0,0.0
VIC,3292,RESIDENTIAL,47,182.1,47,182.1,0,0.0,0.0,0,0.0
VIC,3293,BUSINESS,13,74.8,13,74.8,0,0.0,0.0,0,0.0
VIC,3293,RESIDENTIAL,29,109.6,29,109.6,0,0.0,0.0,0,0.0
VIC,3294,RESIDENTIAL,80,361.4,80,361.4,0,0.0,0.0,0,0.0
VIC,3300,BUSINESS,69,1398.7,69,1398.7,0,0.0,0.0,0,0.0
VIC,3300,RESIDENTIAL,729,3117.88,729,3112.88,1,5.0,4.8,0,0.0
VIC,3301,BUSINESS,12,86.5,12,86.5,0,0.0,0.0,0,0.0
VIC,3301,RESIDENTIAL,110,520.66,110,520.66,0,0.0,0.0,0,0.0
VIC,3302,RESIDENTIAL,29,121.4,29,121.4,0,0.0,0.0,0,0.0
VIC,3303,RESIDENTIAL,25,127.2,24,123.7,0,0.0,0.0,1,3.5
VIC,3304,BUSINESS,33,420.34,33,420.34,0,0.0,0.0,0,0.0
VIC,3304,RESIDENTIAL,298,1252.499,298,1252.499,0,0.0,0.0,0,0.0
VIC,3305,BUSINESS,69,861.9,69,851.9,1,10.0,5.1,0,0.0
VIC,3305,RESIDENTIAL,1255,5406.499,1252,5361.899,6,44.6,56.4,0,0.0
VIC,3306,RESIDENTIAL,42,166.3,42,166.3,0,0.0,0.0,0,0.0
VIC,3309,RESIDENTIAL,10,49.2,10,49.2,0,0.0,0.0,0,0.0
VIC,3310,RESIDENTIAL,26,104.99,26,104.99,0,0.0,0.0,0,0.0
VIC,3311,BUSINESS,11,194.5,11,194.5,0,0.0,0.0,0,0.0
VIC,3311,RESIDENTIAL,174,734.96,173,729.86,0,0.0,0.0,1,5.1
VIC,3312,BUSINESS,23,161.8,23,161.8,0,0.0,0.0,0,0.0
VIC,3312,RESIDENTIAL,83,397.0,83,397.0,0,0.0,0.0,0,0.0
VIC,3314,BUSINESS,11,62.1,11,62.1,0,0.0,0.0,0,0.0
VIC,3314,RESIDENTIAL,48,191.488,48,191.488,0,0.0,0.0,0,0.0
VIC,3315,BUSINESS,19,5181.9,19,5181.9,0,0.0,0.0,0,0.0
VIC,3315,RESIDENTIAL,166,710.28,165,705.28,0,0.0,0.0,1,5.0
VIC,3317,RESIDENTIAL,18,69.4,18,69.4,0,0.0,0.0,0,0.0
VIC,3318,BUSINESS,35,492.38,35,492.38,0,0.0,0.0,0,0.0
VIC,3318,RESIDENTIAL,131,614.06,130,610.06,0,0.0,0.0,1,4.0
VIC,3319,RESIDENTIAL,31,206.79,31,206.79,0,0.0,0.0,0,0.0
VIC,3321,RESIDENTIAL,216,1032.0,214,1018.5,2,10.0,27.3,1,3.5
VIC,3322,RESIDENTIAL,17,79.0,17,79.0,0,0.0,0.0,0,0.0
VIC,3324,BUSINESS,10,102.1,10,102.1,0,0.0,0.0,0,0.0
VIC,3324,RESIDENTIAL,68,293.799,68,293.799,0,0.0,0.0,0,0.0
VIC,3325,BUSINESS,14,288.5,14,288.5,0,0.0,0.0,0,0.0
VIC,3325,RESIDENTIAL,62,265.3,62,265.3,0,0.0,0.0,0,0.0
VIC,3328,RESIDENTIAL,257,14680.685,252,1160.685,4,20.0,56.0,1,13500.0
VIC,3329,RESIDENTIAL,28,112.5,28,112.5,0,0.0,0.0,0,0.0
VIC,3330,RESIDENTIAL,14,48.5,14,48.5,0,0.0,0.0,0,0.0
VIC,3331,BUSINESS,54,642.3,54,642.3,0,0.0,0.0,0,0.0
VIC,3331,RESIDENTIAL,859,4183.3,853,4133.1,11,50.2,116.7,0,0.0
VIC,3332,BUSINESS,14,653.6,14,653.6,0,0.0,0.0,0,0.0
VIC,3332,RESIDENTIAL,133,850.255,132,845.655,1,4.6,5.7,0,0.0
VIC,3333,RESIDENTIAL,94,389.899,93,359.899,1,30.0,18.0,0,0.0
VIC,3334,RESIDENTIAL,46,199.2,46,194.2,1,5.0,14.0,0,0.0
VIC,3335,BUSINESS,46,317.36,46,317.36,0,0.0,0.0,0,0.0
VIC,3335,RESIDENTIAL,837,4967.809,836,4943.109,4,24.8,43.4,0,0.0
VIC,3336,BUSINESS,51,338.92,51,338.92,0,0.0,0.0,0,0.0
VIC,3336,RESIDENTIAL,1361,8400.358,1359,8341.158,12,59.2,133.9,0,0.0
VIC,3337,BUSINESS,132,7467.13,132,7467.13,0,0.0,0.0,0,0.0
VIC,3337,RESIDENTIAL,3934,16801.855,3930,16752.355,10,44.4,91.7,1,5.0
VIC,3338,BUSINESS,84,14134.36,83,13204.36,0,0.0,0.0,1,930.0
VIC,3338,RESIDENTIAL,3334,16782.091,3328,16711.091,14,71.0,100.5,0,0.0
VIC,3340,BUSINESS,110,1707.465,110,1707.465,0,0.0,0.0,0,0.0
VIC,3340,RESIDENTIAL,2374,10624.823,2366,10574.223,10,45.6,74.8,1,5.0
VIC,3341,RESIDENTIAL,228,988.195,227,982.195,0,0.0,0.0,1,6.0
VIC,3342,BUSINESS,28,5383.2,28,5383.2,0,0.0,0.0,0,0.0
VIC,3342,RESIDENTIAL,449,1873.518,449,1853.918,4,19.6,55.3,0,0.0
VIC,3345,BUSINESS,10,67.54,10,67.54,0,0.0,0.0,0,0.0
VIC,3345,RESIDENTIAL,232,1141.654,232,1136.654,1,5.0,14.0,0,0.0
VIC,3350,BUSINESS,275,26191.515,274,26146.515,1,45.0,124.2,0,0.0
VIC,3350,RESIDENTIAL,4280,18613.711,4267,18481.711,23,132.0,217.5,0,0.0
VIC,3351,BUSINESS,38,224.1,38,224.1,0,0.0,0.0,0,0.0
VIC,3351,RESIDENTIAL,1072,5065.957,1070,5028.957,6,37.0,54.9,0,0.0
VIC,3352,BUSINESS,113,7391.82,111,6641.82,0,0.0,0.0,2,750.0
VIC,3352,RESIDENTIAL,1932,9367.079,1923,9301.679,13,63.6,117.7,1,1.8
VIC,3353,RESIDENTIAL,14,57.6,14,57.6,0,0.0,0.0,0,0.0
VIC,3355,BUSINESS,105,3542.979,105,3542.979,0,0.0,0.0,0,0.0
VIC,3355,RESIDENTIAL,809,3245.41,806,3216.41,5,29.0,46.6,0,0.0
VIC,3356,BUSINESS,93,1918.16,93,1908.16,1,10.0,28.0,0,0.0
VIC,3356,RESIDENTIAL,1252,5466.97,1251,5443.97,4,23.0,52.7,0,0.0
VIC,3357,BUSINESS,20,292.6,20,292.6,0,0.0,0.0,0,0.0
VIC,3357,RESIDENTIAL,451,1972.649,450,1954.649,3,18.0,28.9,0,0.0
VIC,3358,RESIDENTIAL,133,735.99,133,735.99,0,0.0,0.0,0,0.0
VIC,3360,RESIDENTIAL,87,392.8,87,392.8,0,0.0,0.0,0,0.0
VIC,3361,RESIDENTIAL,73,291.6,73,291.6,0,0.0,0.0,0,0.0
VIC,3363,BUSINESS,26,469.9,25,466.9,1,3.0,5.1,0,0.0
VIC,3363,RESIDENTIAL,448,1897.899,446,1884.899,3,13.0,24.5,0,0.0
VIC,3364,BUSINESS,26,261.5,26,261.5,0,0.0,0.0,0,0.0
VIC,3364,RESIDENTIAL,284,1289.199,282,1273.199,4,16.0,38.2,0,0.0
VIC,3370,BUSINESS,15,96.7,15,96.7,0,0.0,0.0,0,0.0
VIC,3370,RESIDENTIAL,285,1138.129,284,1132.129,1,6.0,5.8,0,0.0
VIC,3371,RESIDENTIAL,168,647.68,168,647.68,0,0.0,0.0,0,0.0
VIC,3373,BUSINESS,27,473.6,27,473.6,0,0.0,0.0,0,0.0
VIC,3373,RESIDENTIAL,275,1215.49,275,1215.49,0,0.0,0.0,0,0.0
VIC,3374,RESIDENTIAL,18,77.9,18,77.9,0,0.0,0.0,0,0.0
VIC,3375,RESIDENTIAL,17,69.1,17,69.1,0,0.0,0.0,0,0.0
VIC,3377,BUSINESS,81,1711.11,80,1701.11,0,0.0,0.0,1,10.0
VIC,3377,RESIDENTIAL,941,4023.669,940,4013.669,2,10.0,13.5,0,0.0
VIC,3379,BUSINESS,20,170.69,20,170.69,0,0.0,0.0,0,0.0
VIC,3379,RESIDENTIAL,74,312.7,74,312.7,0,0.0,0.0,0,0.0
VIC,3380,BUSINESS,58,909.9,58,909.9,0,0.0,0.0,0,0.0
VIC,3380,RESIDENTIAL,561,2407.41,561,2407.41,0,0.0,0.0,0,0.0
VIC,3381,BUSINESS,23,250.0,23,250.0,0,0.0,0.0,0,0.0
VIC,3381,RESIDENTIAL,215,912.648,215,912.648,0,0.0,0.0,0,0.0
VIC,3384,RESIDENTIAL,48,195.36,48,195.36,0,0.0,0.0,0,0.0
VIC,3385,RESIDENTIAL,54,200.45,54,200.45,0,0.0,0.0,0,0.0
VIC,3387,BUSINESS,12,88.4,12,88.4,0,0.0,0.0,0,0.0
VIC,3387,RESIDENTIAL,34,139.8,34,139.8,0,0.0,0.0,0,0.0
VIC,3388,BUSINESS,11,143.8,11,143.8,0,0.0,0.0,0,0.0
VIC,3388,RESIDENTIAL,72,290.7,72,290.7,0,0.0,0.0,0,0.0
VIC,3390,BUSINESS,27,198.53,27,198.53,0,0.0,0.0,0,0.0
VIC,3390,RESIDENTIAL,117,465.899,117,465.899,0,0.0,0.0,0,0.0
VIC,3391,RESIDENTIAL,19,91.7,19,91.7,0,0.0,0.0,0,0.0
VIC,3392,BUSINESS,12,107.7,12,107.7,0,0.0,0.0,0,0.0
VIC,3392,RESIDENTIAL,80,307.4,80,307.4,0,0.0,0.0,0,0.0
VIC,3393,BUSINESS,46,542.94,46,542.94,0,0.0,0.0,0,0.0
VIC,3393,RESIDENTIAL,301,1254.82,301,1254.82,0,0.0,0.0,0,0.0
VIC,3395,BUSINESS,16,92.6,16,92.6,0,0.0,0.0,0,0.0
VIC,3395,RESIDENTIAL,67,260.29,67,260.29,0,0.0,0.0,0,0.0
VIC,3396,BUSINESS,15,198.9,15,198.9,0,0.0,0.0,0,0.0
VIC,3396,RESIDENTIAL,91,363.9,91,363.9,0,0.0,0.0,0,0.0
VIC,3400,BUSINESS,115,2807.32,115,2807.32,0,0.0,0.0,0,0.0
VIC,3400,RESIDENTIAL,1423,6343.97,1423,6343.97,0,0.0,0.0,0,0.0
VIC,3401,BUSINESS,87,1018.2,87,1018.2,0,0.0,0.0,0,0.0
VIC,3401,RESIDENTIAL,574,2833.244,574,2788.244,3,45.0,33.6,0,0.0
VIC,3407,RESIDENTIAL,40,168.7,40,168.7,0,0.0,0.0,0,0.0
VIC,3409,BUSINESS,13,134.0,13,134.0,0,0.0,0.0,0,0.0
VIC,3409,RESIDENTIAL,126,462.56,126,462.56,0,0.0,0.0,0,0.0
VIC,3412,RESIDENTIAL,40,128.4,40,128.4,0,0.0,0.0,0,0.0
VIC,3413,RESIDENTIAL,15,72.5,14,67.5,1,5.0,14.0,0,0.0
VIC,3414,BUSINESS,22,449.1,22,449.1,0,0.0,0.0,0,0.0
VIC,3414,RESIDENTIAL,246,1042.15,245,1039.15,1,3.0,5.1,0,0.0
VIC,3418,BUSINESS,69,743.8,69,743.8,0,0.0,0.0,0,0.0
VIC,3418,RESIDENTIAL,344,1421.98,343,1416.98,1,5.0,4.8,0,0.0
VIC,3419,BUSINESS,24,145.8,24,145.8,0,0.0,0.0,0,0.0
VIC,3419,RESIDENTIAL,118,435.44,118,435.44,0,0.0,0.0,0,0.0
VIC,3420,BUSINESS,12,64.72,12,64.72,0,0.0,0.0,0,0.0
VIC,3420,RESIDENTIAL,24,116.3,24,116.3,0,0.0,0.0,0,0.0
VIC,3423,RESIDENTIAL,66,258.7,66,258.7,0,0.0,0.0,0,0.0
VIC,3424,BUSINESS,17,190.7,17,190.7,0,0.0,0.0,0,0.0
VIC,3424,RESIDENTIAL,106,473.3,106,459.5,3,13.8,40.0,0,0.0
VIC,3427,BUSINESS,20,156.61,20,156.61,0,0.0,0.0,0,0.0
VIC,3427,RESIDENTIAL,517,2880.631,514,2829.631,10,51.0,101.3,0,0.0
VIC,3428,RESIDENTIAL,68,416.03,68,416.03,0,0.0,0.0,0,0.0
VIC,3429,BUSINESS,111,2037.56,111,2027.56,2,10.0,13.0,0,0.0
VIC,3429,RESIDENTIAL,3515,15668.672,3496,15442.072,37,226.6,337.4,0,0.0
VIC,3430,RESIDENTIAL,28,167.22,28,167.22,0,0.0,0.0,0,0.0
VIC,3431,BUSINESS,11,113.1,11,113.1,0,0.0,0.0,0,0.0
VIC,3431,RESIDENTIAL,544,2485.435,544,2480.435,1,5.0,13.3,0,0.0
VIC,3432,RESIDENTIAL,26,123.499,26,123.499,0,0.0,0.0,0,0.0
VIC,3433,RESIDENTIAL,29,159.6,29,154.6,1,5.0,14.0,0,0.0
VIC,3434,BUSINESS,25,247.3,25,242.3,1,5.0,14.0,0,0.0
VIC,3434,RESIDENTIAL,660,3003.35,658,2974.15,5,29.2,55.0,0,0.0
VIC,3435,BUSINESS,19,9315.4,19,9315.4,0,0.0,0.0,0,0.0
VIC,3435,RESIDENTIAL,419,1986.9,419,1976.9,2,10.0,28.0,0,0.0
VIC,3437,BUSINESS,49,839.28,49,839.28,0,0.0,0.0,0,0.0
VIC,3437,RESIDENTIAL,1208,6134.369,1205,6090.869,8,43.5,96.1,0,0.0
VIC,3438,BUSINESS,24,369.0,24,369.0,0,0.0,0.0,0,0.0
VIC,3438,RESIDENTIAL,206,1004.149,206,999.149,1,5.0,14.0,0,0.0
VIC,3440,RESIDENTIAL,211,1001.83,211,1001.83,0,0.0,0.0,0,0.0
VIC,3441,RESIDENTIAL,127,631.0,127,631.0,0,0.0,0.0,0,0.0
VIC,3442,BUSINESS,54,1082.8,54,1077.8,1,5.0,14.0,0,0.0
VIC,3442,RESIDENTIAL,1010,5006.039,1007,4918.039,10,88.0,149.8,0,0.0
VIC,3444,BUSINESS,104,2078.3,104,2078.3,0,0.0,0.0,0,0.0
VIC,3444,RESIDENTIAL,1190,5355.38,1185,5265.38,18,90.0,218.7,0,0.0
VIC,3446,RESIDENTIAL,155,628.1,155,618.1,2,10.0,28.0,0,0.0
VIC,3447,RESIDENTIAL,89,392.9,89,382.9,2,10.0,28.0,0,0.0
VIC,3448,BUSINESS,11,47.9,11,47.9,0,0.0,0.0,0,0.0
VIC,3448,RESIDENTIAL,181,761.72,181,761.72,0,0.0,0.0,0,0.0
VIC,3450,BUSINESS,89,1489.4,89,1489.4,0,0.0,0.0,0,0.0
VIC,3450,RESIDENTIAL,1185,4070.825,1181,4011.825,10,59.0,128.5,0,0.0
VIC,3451,BUSINESS,30,252.48,30,252.48,0,0.0,0.0,0,0.0
VIC,3451,RESIDENTIAL,802,3255.08,799,3219.68,8,35.5,84.4,0,0.0
VIC,3453,BUSINESS,23,5291.9,23,5291.9,0,0.0,0.0,0,0.0
VIC,3453,RESIDENTIAL,274,1312.78,272,1283.78,6,29.0,49.7,0,0.0
VIC,3458,BUSINESS,14,156.4,14,156.4,0,0.0,0.0,0,0.0
VIC,3458,RESIDENTIAL,333,1499.52,333,1479.52,4,20.0,56.0,0,0.0
VIC,3460,BUSINESS,38,707.9,38,707.9,0,0.0,0.0,0,0.0
VIC,3460,RESIDENTIAL,380,1436.24,378,1420.24,4,16.0,38.2,0,0.0
VIC,3461,BUSINESS,33,559.7,33,554.7,1,5.0,14.0,0,0.0
VIC,3461,RESIDENTIAL,712,2861.509,708,2823.509,8,38.0,77.8,0,0.0
VIC,3462,BUSINESS,15,79.2,15,79.2,0,0.0,0.0,0,0.0
VIC,3462,RESIDENTIAL,223,847.33,223,847.33,0,0.0,0.0,0,0.0
VIC,3463,BUSINESS,31,298.23,31,298.23,0,0.0,0.0,0,0.0
VIC,3463,RESIDENTIAL,489,1968.67,489,1968.67,0,0.0,0.0,0,0.0
VIC,3464,RESIDENTIAL,181,767.35,180,762.75,1,4.6,10.3,0,0.0
VIC,3465,BUSINESS,101,1694.55,101,1694.55,0,0.0,0.0,0,0.0
VIC,3465,RESIDENTIAL,1279,5258.537,1278,5213.737,3,39.8,33.6,1,5.0
VIC,3467,BUSINESS,29,334.25,29,334.25,0,0.0,0.0,0,0.0
VIC,3467,RESIDENTIAL,215,909.699,215,904.699,1,5.0,14.0,0,0.0
VIC,3468,RESIDENTIAL,49,193.1,49,193.1,0,0.0,0.0,0,0.0
VIC,3469,RESIDENTIAL,40,197.7,40,197.7,0,0.0,0.0,0,0.0
VIC,3472,BUSINESS,15,120.8,15,120.8,0,0.0,0.0,0,0.0
VIC,3472,RESIDENTIAL,276,993.579,276,993.579,0,0.0,0.0,0,0.0
VIC,3475,BUSINESS,11,48.4,11,48.4,0,0.0,0.0,0,0.0
VIC,3475,RESIDENTIAL,51,198.65,51,198.65,0,0.0,0.0,0,0.0
VIC,3477,BUSINESS,13,51.8,13,51.8,0,0.0,0.0,0,0.0
VIC,3477,RESIDENTIAL,70,282.16,70,282.16,0,0.0,0.0,0,0.0
VIC,3478,BUSINESS,47,857.3,47,857.3,0,0.0,0.0,0,0.0
VIC,3478,RESIDENTIAL,367,1529.61,367,1529.61,0,0.0,0.0,0,0.0
VIC,3480,BUSINESS,34,657.599,34,657.599,0,0.0,0.0,0,0.0
VIC,3480,RESIDENTIAL,210,787.0,210,787.0,0,0.0,0.0,0,0.0
VIC,3482,RESIDENTIAL,23,112.075,23,112.075,0,0.0,0.0,0,0.0
VIC,3483,BUSINESS,29,301.2,29,301.2,0,0.0,0.0,0,0.0
VIC,3483,RESIDENTIAL,111,489.3,111,489.3,0,0.0,0.0,0,0.0
VIC,3485,RESIDENTIAL,49,222.59,49,222.59,0,0.0,0.0,0,0.0
VIC,3487,RESIDENTIAL,12,51.4,12,51.4,0,0.0,0.0,0,0.0
VIC,3490,BUSINESS,21,341.7,21,341.7,0,0.0,0.0,0,0.0
VIC,3490,RESIDENTIAL,130,606.83,130,606.83,0,0.0,0.0,0,0.0
VIC,3491,RESIDENTIAL,19,92.8,19,92.8,0,0.0,0.0,0,0.0
VIC,3494,BUSINESS,25,371.8,25,371.8,0,0.0,0.0,0,0.0
VIC,3494,RESIDENTIAL,36,245.1,36,245.1,0,0.0,0.0,0,0.0
VIC,3496,BUSINESS,107,2990.36,107,2990.36,0,0.0,0.0,0,0.0
VIC,3496,RESIDENTIAL,737,3907.255,736,3897.655,1,5.0,6.5,1,4.6
VIC,3498,BUSINESS,65,1330.3,65,1330.3,0,0.0,0.0,0,0.0
VIC,3498,RESIDENTIAL,641,3988.86,640,3982.86,1,6.0,5.8,0,0.0
VIC,3500,BUSINESS,321,57493.22,321,57478.22,1,15.0,42.0,0,0.0
VIC,3500,RESIDENTIAL,2968,15849.259,2966,15826.259,3,23.0,40.1,0,0.0
VIC,3501,BUSINESS,51,966.06,51,966.06,0,0.0,0.0,0,0.0
VIC,3501,RESIDENTIAL,296,1973.47,296,1963.47,1,10.0,7.7,0,0.0
VIC,3505,BUSINESS,68,2993.8,68,2993.8,0,0.0,0.0,0,0.0
VIC,3505,RESIDENTIAL,631,3311.535,631,3311.535,0,0.0,0.0,0,0.0
VIC,3507,RESIDENTIAL,25,105.8,25,105.8,0,0.0,0.0,0,0.0
VIC,3509,RESIDENTIAL,31,128.4,31,128.4,0,0.0,0.0,0,0.0
VIC,3512,BUSINESS,10,97.6,10,97.6,0,0.0,0.0,0,0.0
VIC,3512,RESIDENTIAL,52,241.0,52,241.0,0,0.0,0.0,0,0.0
VIC,3515,BUSINESS,12,256.2,12,256.2,0,0.0,0.0,0,0.0
VIC,3515,RESIDENTIAL,261,1357.599,260,1336.599,4,21.0,47.8,0,0.0
VIC,3516,BUSINESS,16,510.6,16,510.6,0,0.0,0.0,0,0.0
VIC,3516,RESIDENTIAL,93,383.399,93,383.399,0,0.0,0.0,0,0.0
VIC,3517,BUSINESS,33,539.9,33,539.9,0,0.0,0.0,0,0.0
VIC,3517,RESIDENTIAL,239,937.7,238,924.8,2,9.9,27.8,1,3.0
VIC,3518,BUSINESS,30,297.9,30,287.9,2,10.0,28.0,0,0.0
VIC,3518,RESIDENTIAL,199,776.66,199,771.66,1,5.0,14.0,0,0.0
VIC,3520,RESIDENTIAL,27,87.97,27,87.97,0,0.0,0.0,0,0.0
VIC,3521,RESIDENTIAL,94,462.76,94,462.76,0,0.0,0.0,0,0.0
VIC,3522,RESIDENTIAL,47,197.3,47,197.3,0,0.0,0.0,0,0.0
VIC,3523,BUSINESS,44,551.88,44,551.88,0,0.0,0.0,0,0.0
VIC,3523,RESIDENTIAL,631,2575.709,630,2548.609,6,27.1,55.8,0,0.0
VIC,3525,BUSINESS,33,649.2,33,649.2,0,0.0,0.0,0,0.0
VIC,3525,RESIDENTIAL,216,902.8,216,902.8,0,0.0,0.0,0,0.0
VIC,3527,BUSINESS,24,267.9,24,262.9,1,5.0,14.0,0,0.0
VIC,3527,RESIDENTIAL,99,384.43,97,374.43,2,10.0,13.0,0,0.0
VIC,3529,RESIDENTIAL,11,56.1,11,56.1,0,0.0,0.0,0,0.0
VIC,3530,RESIDENTIAL,19,83.0,19,83.0,0,0.0,0.0,0,0.0
VIC,3531,RESIDENTIAL,19,86.9,19,86.9,0,0.0,0.0,0,0.0
VIC,3533,BUSINESS,21,201.4,21,201.4,0,0.0,0.0,0,0.0
VIC,3533,RESIDENTIAL,100,501.36,100,501.36,0,0.0,0.0,0,0.0
VIC,3537,BUSINESS,18,247.3,18,247.3,0,0.0,0.0,0,0.0
VIC,3537,RESIDENTIAL,141,596.83,141,596.83,0,0.0,0.0,0,0.0
VIC,3539,RESIDENTIAL,22,136.36,22,136.36,0,0.0,0.0,0,0.0
VIC,3540,BUSINESS,10,76.47,10,76.47,0,0.0,0.0,0,0.0
VIC,3540,RESIDENTIAL,45,171.4,45,171.4,0,0.0,0.0,0,0.0
